name_wt,statuses_count,followers_count,friends_count,favourites_count,listed_count,label
0.6,195,19,53,58,0,0
0.7058823529411765,9,67,555,2,1,0
0.9166666666666666,20,21,267,0,0,1
0.5,28,16,325,0,0,1
0.7333333333333333,45,20,515,0,0,1
0.5,4170,1780,1697,483,24,0
0.5833333333333334,48,20,412,0,0,1
0.7142857142857143,315,44,138,9,0,0
0.5384615384615384,49,19,507,0,0,1
0.3333333333333333,35,10,293,0,0,1
0.5,31,16,329,0,0,1
0.7142857142857143,35,15,326,0,0,1
0.5,500,35,105,2,0,0
0.6153846153846154,20686,1859,1856,1697,1,0
0.1875,32109,1617,1993,6836,4,0
0.6923076923076923,25,15,44,7,0,0
0.1111111111111111,280,117,184,4,1,0
0.6875,2177,178,648,186,0,0
0.9,30,17,355,0,0,1
0.4666666666666667,56,20,539,0,0,1
0.8571428571428571,47,18,515,0,0,1
0.25,288,42,148,21,3,0
0.5384615384615384,35,16,334,0,0,1
0.4166666666666667,29,20,333,0,0,1
0.9,18,12,255,0,0,1
0.75,635,28,77,46,0,0
0.9333333333333333,114,144,178,0,1,0
0.8666666666666667,23,14,263,0,0,1
0.6,52,15,543,0,0,1
0.9090909090909091,38,10,405,0,0,1
0.5263157894736842,103,45,66,0,0,0
0.9285714285714286,103,88,229,109,0,0
0.3684210526315789,3280,651,912,1712,4,0
0.23076923076923078,13511,1103,1999,1069,14,0
0.875,6131,488,366,1058,10,0
1.0,17,6,11,0,0,0
0.21428571428571427,185,101,133,22,1,0
0.5833333333333334,62,25,600,0,0,1
0.4375,37,25,323,0,0,1
0.5384615384615384,63,20,663,0,0,1
0.4666666666666667,36,19,394,0,0,1
0.4117647058823529,23,17,287,0,0,1
0.4666666666666667,5,1,36,0,0,1
0.9230769230769231,370,69,143,42,0,0
0.5625,1280,88,613,19,0,0
0.06666666666666667,3134,191,778,80,2,0
0.36363636363636365,58,23,549,0,0,1
0.9333333333333333,67,11,58,8,0,0
1.0,22540,2065,1125,0,64,0
1.0,14467,1612,1581,431,10,0
0.5,1073,89,237,53,1,0
0.38461538461538464,40,22,527,0,0,1
0.5555555555555556,53,17,536,0,0,1
0.5,114,47,87,11,0,0
0.9090909090909091,24,17,273,0,0,1
0.7333333333333333,48,23,599,0,0,1
0.5,115,16,67,2,0,0
0.5714285714285714,89,20,850,0,0,1
0.8823529411764706,752,39,113,0,0,0
0.9230769230769231,1121,120,155,6,0,0
0.42857142857142855,26,16,369,0,0,1
0.2,8966,504,570,484,4,0
0.5555555555555556,23,16,314,0,0,1
0.4,16,10,306,0,0,1
0.4666666666666667,65,26,619,0,0,1
0.5,25,8,210,0,0,1
0.4666666666666667,3,3,54,0,0,1
0.875,842,77,200,3,0,0
0.9230769230769231,279,96,1027,4,0,0
0.42857142857142855,27,16,299,0,0,1
0.4375,55,20,566,0,0,1
1.0,707,27,59,1,1,0
0.2,3411,112,121,628,0,0
0.125,2085,341,454,289,0,0
0.375,360,95,213,1,0,0
0.5,61,27,782,0,0,1
0.9333333333333333,2,1,18,0,0,1
0.9285714285714286,32,13,374,0,0,1
0.4666666666666667,437,75,117,47,4,0
0.9285714285714286,260,56,96,10,2,0
0.8461538461538461,68,20,664,0,0,1
0.4666666666666667,77,29,753,0,0,1
0.5333333333333333,2212,117,287,2,2,0
1.0,511,82,228,91,2,0
0.9230769230769231,3,0,19,0,0,1
0.4,1172,206,341,77,1,0
0.14285714285714285,1045,66,125,29,0,0
0.375,2035,209,168,216,2,0
0.8666666666666667,37,12,290,0,0,1
0.75,2185,74,345,32,1,0
0.2857142857142857,889,201,500,7,5,0
0.23529411764705882,344,24,99,14,0,0
0.9,53,22,544,0,0,1
1.0,3694,393,1047,6,8,0
0.9166666666666666,4245,264,731,419,0,0
0.9333333333333333,18860,1377,693,646,50,0
0.4,28,16,288,0,0,1
0.9285714285714286,116,52,201,4,0,0
0.9090909090909091,31,15,261,0,0,1
0.3076923076923077,32,21,326,0,0,1
0.9,1,1,20,0,0,1
0.5,28,12,402,0,0,1
1.0,6566,313,646,135,8,0
0.5555555555555556,178,70,176,20,1,0
0.9166666666666666,51,18,535,0,0,1
0.5333333333333333,41,24,431,0,0,1
0.23529411764705882,4392,418,1020,6,1,0
0.5714285714285714,30,25,299,0,0,1
0.35294117647058826,95,14,123,3,0,0
0.4117647058823529,31,8,233,0,0,1
0.7142857142857143,42,19,473,0,0,1
0.5294117647058824,68,22,602,0,0,1
0.36363636363636365,47,19,384,0,0,1
0.3125,30,14,300,0,0,1
0.45454545454545453,51,22,672,0,0,1
0.35714285714285715,35,20,412,0,0,1
0.3125,226,40,114,45,0,0
0.5454545454545454,59,13,542,0,0,1
0.9375,343,11,24,4,0,0
0.46153846153846156,58,23,603,0,0,1
0.5555555555555556,40,13,385,0,0,1
1.0,1188,65,235,1,1,0
0.9090909090909091,1128,396,1158,8,1,0
0.9,31,20,288,0,0,1
0.75,28833,329,588,61,11,0
0.7333333333333333,790,69,220,75,0,0
0.9,41,10,361,0,0,1
0.5714285714285714,6948,2059,371,492,42,0
0.8461538461538461,37,12,317,0,0,1
0.5,3,0,35,0,0,1
0.8888888888888888,507,34,88,35,0,0
0.7894736842105263,534,117,153,25,2,0
0.25,3203,694,886,375,0,0
0.9230769230769231,70,11,16,0,1,0
0.5454545454545454,41,23,431,0,0,1
0.42857142857142855,69,22,617,0,0,1
0.9166666666666666,1112,87,222,63,0,0
0.9285714285714286,2,1,19,0,0,1
0.5,500,39,41,5,0,0
0.8888888888888888,27,8,219,0,0,1
0.15789473684210525,6634,326,423,136,1,0
0.4666666666666667,35,13,321,0,0,1
0.3333333333333333,31,16,338,0,0,1
0.2,4428,1228,970,934,4,0
0.4117647058823529,54,13,504,0,0,1
0.9230769230769231,2,1,14,0,0,1
0.6428571428571429,350,46,115,240,1,0
0.35,78338,2800,2406,27726,48,0
0.4375,48,18,500,0,0,1
0.6666666666666666,450,46,205,6,1,0
0.2,1200,4878,5335,2899,13,0
0.23076923076923078,802,44,63,29,0,0
0.9090909090909091,28,19,224,0,0,1
0.2857142857142857,431,29,195,12,0,0
0.47058823529411764,64,28,708,0,0,1
0.5384615384615384,103,19,52,0,0,0
0.6666666666666666,36,18,286,0,0,1
1.0,2917,395,700,12,8,0
0.6666666666666666,266,39,180,7,0,0
0.2727272727272727,34,26,302,0,0,1
0.5454545454545454,32,23,344,0,0,1
0.25,128,65,141,0,1,0
0.5,43,15,573,0,0,1
0.3333333333333333,40,16,284,0,0,1
0.4,66,23,583,0,0,1
1.0,1766,95,255,4,4,0
1.0,2488,98,148,145,2,0
0.6666666666666666,160,23,227,1,0,0
0.8571428571428571,155,45,173,10,0,0
0.38461538461538464,34,25,328,0,0,1
0.5882352941176471,24,12,272,0,0,1
0.4,42,12,356,0,0,1
0.9230769230769231,1945,75,384,14,0,0
0.8888888888888888,8635,1707,1376,3266,67,0
0.631578947368421,18470,1341,2002,4279,7,0
0.375,768,63,187,261,0,0
0.875,6652,383,1828,235,1,0
0.75,211,76,171,2,0,0
0.9166666666666666,164,24,137,3,0,0
0.42857142857142855,2453,333,678,1510,2,0
0.4166666666666667,36,17,335,0,0,1
0.46153846153846156,44,16,355,0,0,1
0.5789473684210527,1334,94,338,97,0,0
0.5625,4,1,45,0,0,1
0.21052631578947367,770,81,181,89,2,0
0.5,42,18,18,6,0,0
0.625,173,12,41,2,0,0
0.5,29,22,278,0,0,1
0.2,216,46,47,1,0,0
0.6,315,25,31,4,0,0
1.0,3284,375,1039,1,8,0
0.4117647058823529,358,161,700,9,2,0
0.42857142857142855,4,0,33,0,0,1
0.5714285714285714,326,444,620,1524,1,0
0.8,1130,88,111,97,4,0
0.9375,2,1,22,0,0,1
0.9166666666666666,36,15,252,0,0,1
0.6666666666666666,19396,915,638,234,11,0
0.625,225,77,178,219,1,0
0.4444444444444444,33,17,326,0,0,1
0.17647058823529413,732,191,656,1,1,0
0.9285714285714286,2,0,18,0,0,1
0.9285714285714286,3,0,30,0,0,1
0.4166666666666667,107,33,1002,0,0,1
0.9166666666666666,926,57,266,139,1,0
0.2,32223,4053,956,3025,54,0
0.6666666666666666,39,20,366,0,0,1
0.8333333333333334,688,49,186,42,0,0
0.8333333333333334,1102,189,164,3,1,0
0.375,1041,115,206,52,0,0
0.2857142857142857,2185,64,262,173,0,0
0.5714285714285714,56,21,550,0,0,1
0.4444444444444444,1451,183,495,8,0,0
1.0,243,117,106,26,0,0
0.5625,20,19,243,0,0,1
0.8,6016,430,503,795,2,0
0.08333333333333333,10272,333,349,13,5,0
0.14285714285714285,7,4,29,0,0,0
0.6,39,18,312,0,0,1
0.9230769230769231,1019,143,213,160,0,0
0.3333333333333333,70,23,603,0,0,1
0.46153846153846156,37,21,424,0,0,1
0.9090909090909091,190,76,198,8,0,0
0.07142857142857142,606,79,364,12,1,0
0.46153846153846156,53,19,566,0,0,1
0.3333333333333333,24,2,50,0,0,0
0.9230769230769231,29,18,263,0,0,1
0.5333333333333333,2,0,28,0,0,1
0.6153846153846154,48,22,541,0,1,1
0.9090909090909091,1095,45,52,2,0,0
0.45454545454545453,29,15,270,0,0,1
0.9230769230769231,28,20,239,0,0,1
0.5,75,28,687,0,0,1
0.35294117647058826,2230,93,159,401,3,0
0.2631578947368421,5687,390,558,1046,7,0
1.0,411,31,139,29,1,0
0.375,5025,190,164,243,1,0
0.6666666666666666,73,7,18,1,0,0
1.0,47918,3074,1686,434,42,0
0.5384615384615384,67,21,639,0,0,1
0.9166666666666666,133,32,71,10,0,0
0.5,540,116,220,45,1,0
0.5333333333333333,67,27,616,0,0,1
0.8571428571428571,137,13,48,4,0,0
0.29411764705882354,2269,699,454,50,1,0
0.8888888888888888,492,57,83,470,0,0
0.5454545454545454,72,21,721,0,0,1
0.9166666666666666,69,13,526,0,0,1
0.5,29,19,313,0,0,1
0.125,6181,93,161,353,0,0
0.9,26,14,326,0,0,1
0.05263157894736842,1293,299,435,66,2,0
0.9,32,15,256,0,0,1
0.3333333333333333,882,44,168,30,0,0
0.5,9,6,33,0,0,0
0.9090909090909091,53,15,578,0,0,1
0.9230769230769231,49,24,538,0,0,1
0.7647058823529411,2768,5331,285,699,45,0
0.9166666666666666,444,108,497,4,0,0
0.5,292,57,110,5,0,0
0.25,185,128,487,121,2,0
1.0,232,18,60,3,0,0
0.9230769230769231,468,5,12,1,0,0
0.3333333333333333,44,14,398,0,0,1
0.42857142857142855,33,13,314,0,0,1
0.9285714285714286,42,18,381,0,0,1
0.3,1430,128,371,204,1,0
0.5,39,25,511,0,0,1
0.4666666666666667,1828,129,340,15,0,0
0.6666666666666666,3,1,22,0,0,1
0.2,5035,153,221,55,4,0
0.3076923076923077,46,20,502,0,0,1
0.8571428571428571,35,15,308,0,0,1
0.07142857142857142,1581,98,1441,540,0,0
0.7333333333333333,26,50,152,5,0,0
0.631578947368421,2264,169,1021,30,2,0
0.875,294,30,96,4,0,0
0.4117647058823529,63,10,41,10,0,0
0.3333333333333333,117,53,56,1,2,0
0.75,2073,180,168,465,1,0
0.5384615384615384,81,29,756,0,0,1
0.6363636363636364,42,1,69,0,0,0
0.5454545454545454,26,16,278,0,0,1
0.47058823529411764,23,20,308,0,0,1
0.6470588235294118,67,24,736,0,0,1
0.5454545454545454,25,13,326,0,0,1
0.9166666666666666,55,26,626,0,0,1
0.9090909090909091,877,99,715,15,0,0
0.6875,231,102,203,1,1,0
0.9230769230769231,6,0,19,0,0,1
0.375,6631,292,611,66,3,0
0.42857142857142855,51,23,584,0,0,1
0.45454545454545453,56,24,483,0,0,1
0.42857142857142855,1386,88,267,106,0,0
0.875,21,12,211,0,0,1
0.5833333333333334,3029,200,229,1787,1,0
0.7894736842105263,17158,895,1012,157,11,0
0.4166666666666667,38781,623,323,1209,22,0
0.4444444444444444,33,29,313,0,0,1
0.5384615384615384,44,7,442,0,0,1
0.5384615384615384,26,19,323,0,0,1
1.0,6475,438,938,983,3,0
0.8235294117647058,20,4,42,2,0,0
0.2,5285,170,256,625,1,0
0.9285714285714286,60,24,549,0,0,1
0.5555555555555556,35,12,301,0,0,1
0.23529411764705882,942,126,602,71,2,0
0.9230769230769231,59,17,654,0,0,1
0.5882352941176471,10,8,35,0,0,0
0.5714285714285714,433,39,72,2,2,0
0.5,969,69,210,233,1,0
0.5454545454545454,21,14,251,0,0,1
0.5294117647058824,3784,336,787,173,3,0
0.8888888888888888,41,18,333,0,0,1
1.0,6002,272,336,0,15,0
0.9333333333333333,3061,86,95,6,0,0
0.38461538461538464,60,21,555,0,0,1
0.4,41,24,462,0,0,1
0.29411764705882354,1913,151,1172,171,0,0
0.5,37,23,310,0,0,1
0.23529411764705882,728,120,406,16,1,0
0.9230769230769231,61,29,476,0,0,1
0.17647058823529413,1277,190,275,11,2,0
0.5294117647058824,32,11,253,0,0,1
0.18181818181818182,3701,501,528,1348,2,0
0.5384615384615384,6151,104,190,28,2,0
0.6875,3730,220,282,34,6,0
0.9285714285714286,28,16,327,0,0,1
0.2857142857142857,54,28,126,0,0,0
0.25,9437,689,891,199,37,0
0.5882352941176471,94,32,1015,0,0,1
0.3,3980,625,268,267,8,0
0.3333333333333333,36911,202,133,268,8,0
0.42105263157894735,655,32,62,54,0,0
0.8888888888888888,22,12,314,0,0,1
0.3,103,14,50,0,0,0
0.9166666666666666,26,14,305,0,0,1
0.5384615384615384,5,0,31,0,0,1
0.6363636363636364,60,24,521,0,0,1
0.9230769230769231,41,25,349,0,0,1
0.9230769230769231,38,16,384,0,0,1
0.5714285714285714,30,14,265,0,0,1
0.7777777777777778,29,19,340,0,0,1
0.4375,33,16,323,0,0,1
0.8125,23,16,299,0,0,1
0.15789473684210525,4728,625,580,27,25,0
0.5454545454545454,574,40,147,66,1,0
0.5333333333333333,28,7,205,0,0,1
0.65,2475,207,356,38,1,0
1.0,767,124,237,1,1,0
0.29411764705882354,2740,107,258,39,7,0
0.9166666666666666,49,12,366,0,0,1
0.5333333333333333,807,99,366,147,2,0
0.9090909090909091,59,24,619,0,0,1
0.3333333333333333,22,51,177,0,0,0
0.46153846153846156,42,20,337,0,0,1
0.5714285714285714,66,30,748,0,0,1
0.3333333333333333,1368,252,627,98,1,0
0.5,58,23,461,0,0,1
0.9230769230769231,3866,533,51,0,15,0
0.9230769230769231,37,21,336,0,0,1
0.6842105263157895,106,74,334,0,0,0
0.46153846153846156,80,39,63,5,0,0
0.5294117647058824,49,28,506,0,0,1
0.7058823529411765,3098,59,165,587,0,0
0.7058823529411765,887,19,51,1,0,0
0.9166666666666666,37,20,290,0,0,1
0.38461538461538464,360,14,38,4,0,0
0.5,20,11,207,0,0,1
0.6363636363636364,28,24,320,0,0,1
0.5454545454545454,58,26,559,0,0,1
0.9333333333333333,150,10,74,1,0,0
0.9375,4112,1113,1304,5155,2,0
0.36363636363636365,25,24,270,0,0,1
0.5882352941176471,26,8,23,1,0,0
0.9,57,16,519,0,0,1
0.5,4625,121,256,129,1,0
0.9285714285714286,485,423,400,0,1,0
0.4,7074,471,759,6102,4,0
0.9090909090909091,64,23,621,0,0,1
0.15,34,10,50,1,1,0
0.9230769230769231,3597,111,209,1,1,0
0.5,53,22,589,0,0,1
0.7647058823529411,37,13,404,0,0,1
0.7,319,40,53,1,0,0
0.5,38,18,364,0,0,1
0.8461538461538461,53,27,625,0,0,1
0.35714285714285715,57,20,636,0,0,1
0.8333333333333334,770,42,149,28,0,0
0.9090909090909091,44,16,485,0,0,1
0.125,138,105,48,4,2,0
0.6153846153846154,34,12,260,0,0,1
0.5,1006,85,121,19,1,0
0.35714285714285715,26,14,323,0,0,1
0.45454545454545453,9971,1271,619,10146,15,0
0.5333333333333333,52,23,548,0,0,1
0.07692307692307693,745,96,308,13,2,0
0.9166666666666666,37,20,300,0,0,1
0.29411764705882354,1184,75,138,0,0,0
0.36363636363636365,7999,178,404,25,0,0
0.42857142857142855,38,14,315,0,0,1
0.5714285714285714,32,12,321,0,0,1
0.5,1236,437,1328,3049,0,0
0.9333333333333333,2754,477,218,224,13,0
0.36363636363636365,93,18,186,28,0,0
0.9090909090909091,20,11,354,0,0,1
0.9230769230769231,4,1,24,0,0,1
0.9230769230769231,45,25,513,0,0,1
0.8571428571428571,28,9,224,0,0,1
0.4666666666666667,75,21,592,0,0,1
0.8888888888888888,57,22,468,0,0,1
1.0,4067,777,1995,347,22,0
0.5625,862,127,266,405,0,0
0.5882352941176471,497,56,242,44,0,0
0.45454545454545453,41,19,354,0,0,1
0.7142857142857143,26,12,278,0,0,1
0.42105263157894735,986,43,101,13,1,0
0.5,44,4,12,1,1,0
0.5,2391,332,351,27,0,0
0.42857142857142855,62,29,651,0,0,1
0.29411764705882354,1670,257,1462,145,2,0
0.09090909090909091,6124,656,241,939,1,0
0.5,46,15,422,0,0,1
0.38461538461538464,20,19,257,0,0,1
0.9,4178,169,322,780,0,0
0.8888888888888888,38,22,302,0,0,1
0.8571428571428571,37,24,373,0,0,1
0.5,39,22,595,0,0,1
0.42857142857142855,24,12,294,0,0,1
0.6153846153846154,56,19,599,0,0,1
0.35294117647058826,2683,57,215,82,0,0
0.3,4898,1498,1478,670,9,0
1.0,446,84,418,4,1,0
0.46153846153846156,34,10,415,0,0,1
0.9090909090909091,69,18,627,0,0,1
0.9166666666666666,1291,310,341,15,0,0
0.5833333333333334,3,1,22,0,0,1
0.5,1234,15,104,1150,0,1
0.9333333333333333,323,33,197,1,0,0
0.4,40,18,365,0,0,1
1.0,42290,2194,1558,177,100,0
0.5833333333333334,64,25,626,0,0,1
0.9333333333333333,2,0,16,0,0,1
0.9285714285714286,1,0,25,0,0,1
0.08333333333333333,4043,126,126,98,1,0
0.5384615384615384,3627,227,627,253,0,0
0.4666666666666667,44,25,400,0,0,1
1.0,19620,1084,899,38,26,0
0.5,36,20,565,0,0,1
0.23076923076923078,32448,1330,1609,834,23,0
0.8181818181818182,295,96,233,6,0,0
0.5833333333333334,2,3,36,0,0,1
0.9230769230769231,247,314,278,94,1,0
0.875,0,1,24,0,0,1
0.9285714285714286,2691,192,195,1208,1,0
0.9333333333333333,206,42,105,35,0,0
0.9090909090909091,29,14,284,0,0,1
0.6,2,0,33,0,0,1
0.46153846153846156,55,27,617,0,0,1
0.6428571428571429,16343,1503,1998,2793,38,0
0.5454545454545454,64,15,601,0,0,1
0.9166666666666666,54,23,512,0,0,1
0.9,22,17,262,0,0,1
0.35714285714285715,23,12,214,0,0,1
0.6666666666666666,1579,256,457,2046,1,0
0.5333333333333333,71,25,503,0,0,1
0.7058823529411765,45,12,638,0,0,1
0.5384615384615384,39,19,336,0,0,1
0.9285714285714286,2,1,21,0,0,1
0.5833333333333334,3,3,32,0,0,1
0.5384615384615384,6273,588,868,16,9,0
0.5454545454545454,25,15,274,0,0,1
0.9166666666666666,4359,145,269,646,0,0
0.9166666666666666,32,22,351,0,0,1
0.8,22,78,103,9,1,0
1.0,14010,1192,1088,1965,14,0
0.9333333333333333,112,12,38,111,0,0
0.55,319,66,241,0,0,0
0.7,59,16,622,0,0,1
0.2,506,106,168,6,0,0
0.6,62,10,58,1,1,0
0.2,992,199,297,81,1,0
0.6,96,37,135,29,0,0
0.9333333333333333,764,120,269,94,2,0
0.6470588235294118,155,26,51,0,0,0
0.9,43,14,404,0,0,1
0.5555555555555556,36,15,322,0,0,1
0.5454545454545454,4,4,36,0,0,1
0.9285714285714286,5369,300,102,28,3,0
0.3333333333333333,2161,150,137,266,1,0
0.5,128,126,139,8366,0,0
0.9230769230769231,1,1,25,0,0,1
0.4375,215,54,210,2,1,0
0.6666666666666666,40,18,358,0,0,1
0.45454545454545453,36,0,2,0,0,1
0.5294117647058824,33,15,340,1,0,1
0.4666666666666667,19,7,31,42,0,0
0.9166666666666666,34,10,281,0,0,1
0.15,5385,308,310,97,6,0
0.9285714285714286,540,35,89,51,0,0
0.35714285714285715,35,13,221,0,0,1
0.8888888888888888,31,20,259,0,0,1
1.0,2069,131,356,336,2,0
0.8666666666666667,903,126,273,6,1,0
0.26666666666666666,1799,97,348,36,1,0
0.9333333333333333,282,12,36,6,0,0
0.3157894736842105,124,26,55,4,0,0
0.23076923076923078,4333,320,384,1031,6,0
0.9090909090909091,21,18,267,0,0,1
0.9,58,19,499,0,0,1
0.9090909090909091,41,14,330,0,0,1
0.9166666666666666,1,0,17,0,0,1
0.3333333333333333,33,12,302,0,0,1
0.9166666666666666,1142,176,494,3,1,0
0.4,66,22,637,0,0,1
0.875,3526,257,473,8,1,0
0.15,3119,426,653,344,1,0
0.6153846153846154,21,17,303,0,0,1
0.4375,2994,44,169,78,1,0
0.38461538461538464,42,9,333,0,0,1
0.4117647058823529,1349,161,546,1609,5,0
0.6,83,27,801,0,0,1
0.3125,685,83,249,756,1,0
0.2727272727272727,429,21,118,8,0,0
0.38461538461538464,600,77,436,47,0,0
0.9,117,20,92,2,0,0
0.5384615384615384,26,15,284,0,0,1
0.26666666666666666,3199,111,216,289,7,0
0.9230769230769231,36,14,332,0,0,1
0.9230769230769231,106,45,167,0,0,0
0.9375,740,64,318,6,4,0
0.9375,2464,124,186,645,2,0
0.5555555555555556,3329,232,182,261,3,0
0.5,60,20,564,0,0,1
0.5,55,13,740,0,0,1
0.2,2370,114,226,388,1,0
0.9,25,8,222,0,0,1
0.11764705882352941,1613,836,1996,10,22,0
0.9285714285714286,1683,323,261,1,3,0
0.9333333333333333,57,76,650,0,0,0
0.5833333333333334,27,16,255,0,0,1
0.3,10,8,42,0,0,0
0.9090909090909091,2,1,17,0,0,1
0.4,4557,423,757,43,2,0
0.9285714285714286,3,1,34,0,0,1
0.9,3412,10116,246,198,0,0
0.9166666666666666,260,28,200,61,0,0
0.9230769230769231,51,24,544,0,0,1
0.5,25,8,203,0,0,1
0.25,2065,473,1391,588,0,0
0.25,1225,60,289,66,0,0
0.6666666666666666,344,49,20,37,0,0
0.9285714285714286,672,173,412,170,0,0
0.4166666666666667,28,16,331,0,0,1
0.5333333333333333,19,21,276,0,0,1
0.16666666666666666,30547,445,489,304,16,0
0.4166666666666667,33,13,334,0,0,1
0.5,29,13,273,0,0,1
0.9,39,24,526,0,0,1
0.5333333333333333,56,19,686,0,0,1
1.0,1940,136,182,124,2,0
0.5833333333333334,1,2,21,0,0,1
0.875,1425,83,70,616,1,0
